0.002420355	93.86367
0.004557919	98.61444
0.006708975	103.04857
0.008871355	107.21697
0.011043213	111.16291
0.013232993	114.92296
0.015419391	118.5277
0.017611325	122.00251
0.019807909	125.36819
0.022008425	128.6416
0.0242123	131.83619
0.026419085	134.96248
0.028628436	138.02854
0.030850098	141.04037
0.033063888	144.00227
0.035279682	146.91714
0.037497404	149.78676
0.039717014	152.61207
0.041938501	155.39334
0.044161872	158.13038
0.04638715	160.82269
0.048624362	163.4696
0.05085354	166.07036
0.053084715	168.62426
0.055317914	171.13067
0.057553156	173.58914
0.059790453	175.99936
0.062029809	178.36129
0.064281215	180.67508
0.066524655	182.94115
0.068770102	185.16013
0.071017518	187.33289
0.073266858	189.46049
0.075518069	191.5442
0.07777109	193.58542
0.080025855	195.58571
0.082292295	197.5467
0.084550335	199.47013
0.086809902	201.35773
0.08907092	203.21129
0.091333315	205.03253
0.093597014	206.82315
0.09586195	208.58476
0.098128057	210.31887
0.100405277	212.02687
0.102673558	213.70999
0.10494285	215.36935
0.107213117	217.00585
0.109484326	218.62024
0.111756452	220.21311
0.114029478	221.78484
0.116303397	223.33565
0.118588204	224.8656
0.120863904	226.37459
0.123140507	227.86238
0.12541803	229.3286
0.127696491	230.77278
0.129975916	232.19437
0.132256328	233.59277
0.134537756	234.96735
0.136830225	236.31748
0.139113762	237.64255
0.14139839	238.94202
0.143684128	240.21545
0.145970989	241.46251
0.148258982	242.68301
0.150548107	243.87695
0.152838355	245.04453
0.155139708	246.18617
0.157432139	247.30253
0.159725607	248.39454
0.162020062	249.46339
0.164315441	250.51054
0.166611672	251.53773
0.168908667	252.54697
0.171206331	253.54051
0.173514559	254.52082
0.175813236	255.49058
0.178112242	256.45262
0.180411452	257.40988
0.18271074	258.36531
0.18500998	259.32187
0.187309051	260.28238
0.189617844	261.24943
0.191916261	262.2253
0.194214225	263.2118
0.196511684	264.21017
0.198808617	265.22086
0.201105045	266.24341
0.203401034	267.27625
0.205696709	268.31648
0.208002258	269.35966
0.210297946	270.39957
0.212594126	271.42792
0.214891251	272.43411
0.217189885	273.40491
0.219490715	274.32415
0.221794571	275.17236
0.224102439	275.92643
0.226425475	276.55924
