0.0000	0.0010
0.0000	0.0010
0.0000	0.0010
0.0000	0.0010
0.0000	0.0020
0.0000	-0.0080
0.0000	0.0020
0.0000	0.0020
0.0000	0.0030
0.0000	0.0030
0.0000	0.0040
0.0000	0.0250
0.0010	0.0450
0.0010	0.0410
0.0010	0.0540
0.0010	0.0930
0.0020	0.0840
0.0020	0.1000
0.0020	0.1390
0.0050	0.2840
0.0060	0.3130
0.0060	0.3100
0.0060	0.3530
0.0100	0.5240
0.0110	0.5520
0.0120	0.6300
0.0140	0.6920
0.0140	0.6920
0.0140	0.6970
0.0150	0.7350
0.0200	0.9750
0.0220	1.0170
0.0220	0.9970
0.0220	1.0050
0.0220	1.0190
0.0260	1.1850
0.0290	1.2710
0.0300	1.3010
0.0300	1.2980
0.0300	1.3060
0.0330	1.4660
0.0380	1.6070
0.0380	1.5790
0.0380	1.5780
0.0380	1.5880
0.0410	1.7150
0.0460	1.8820
0.0470	1.8840
0.0470	1.8980
0.0510	2.0010
0.0510	1.9830
0.0520	2.0320
0.0540	2.0600
0.0540	2.0500
0.0540	2.0780
0.0600	2.3000
0.0610	2.2940
0.0610	2.2780
0.0620	2.2600
0.0620	2.2600
0.0670	2.4570
0.0690	2.5020
0.0700	2.4940
0.0700	2.4760
0.0700	2.4760
0.0750	2.6530
0.0770	2.6860
0.0780	2.7060
0.0810	2.7820
0.0820	2.7790
0.0820	2.7650
0.0820	2.7620
0.0860	2.9320
0.0890	2.9730
0.0900	2.9740
0.0920	3.0350
0.0950	3.0920
0.0950	3.0680
0.0970	3.1550
0.0990	3.1620
0.0990	3.1780
0.1020	3.2160
0.1020	3.1880
0.1020	3.1900
0.1070	3.3600
0.1090	3.3790
0.1090	3.3720
0.1100	3.3550
0.1100	3.3490
0.1150	3.5400
0.1170	3.5480
0.1180	3.5320
0.1180	3.5100
0.1180	3.5140
0.1230	3.6930
0.1260	3.7210
0.1260	3.6760
0.1260	3.6660
0.1280	3.7130
0.1330	3.8670
0.1340	3.8260
0.1340	3.7990
0.1340	3.7840
0.1370	3.9190
0.1400	3.9920
0.1420	3.9710
0.1420	3.9410
0.1420	3.9250
0.1440	4.0050
0.1490	4.1250
0.1500	4.1220
0.1530	4.1780
0.1540	4.1450
0.1540	4.1200
0.1540	4.1060
0.1560	4.1930
0.1610	4.3170
0.1620	4.2780
0.1620	4.2420
0.1620	4.2400
0.1680	4.4250
0.1690	4.3950
0.1700	4.3840
0.1700	4.3530
0.1720	4.4190
0.1770	4.5470
0.1770	4.5020
0.1780	4.4600
0.1780	4.4460
0.1790	4.5050
0.1850	4.6560
0.1860	4.5920
0.1860	4.5550
0.1860	4.5490
0.1920	4.7360
0.1940	4.6920
0.1940	4.6560
0.1940	4.6440
0.1950	4.6930
0.2010	4.8460
0.2020	4.7710
0.2020	4.7330
0.2020	4.7230
0.2060	4.8490
0.2090	4.8810
0.2100	4.8800
0.2120	4.9200
0.2150	4.9240
0.2150	4.9210
0.2190	4.9980
0.2190	4.9500
0.2220	5.0080
0.2230	4.9690
0.2240	4.9940
0.2260	5.0070
0.2260	4.9720
0.2260	4.9580
0.2310	5.1150
0.2330	5.0800
0.2340	5.0750
0.2340	5.0410
0.2350	5.0600
0.2410	5.2090
0.2420	5.1390
0.2420	5.0940
0.2420	5.0790
0.2430	5.1300
0.2490	5.2690
0.2500	5.1970
0.2500	5.1520
0.2500	5.1410
0.2550	5.3030
0.2570	5.2780
0.2580	5.2200
0.2580	5.1890
0.2590	5.2090
0.2650	5.3860
0.2650	5.3240
0.2660	5.2820
0.2660	5.2550
0.2710	5.4170
0.2740	5.3680
0.2740	5.3140
0.2740	5.2880
0.2740	5.2920
0.2800	5.4540
0.2820	5.4270
0.2820	5.3640
0.2820	5.3380
0.2840	5.4220
0.2890	5.4980
0.2900	5.4230
0.2900	5.3760
0.2900	5.3770
0.2950	5.5340
0.2970	5.4950
0.2980	5.4850
0.2980	5.4370
0.3000	5.4980
0.3060	5.6070
0.3070	5.5390
0.3070	5.5050
0.3110	5.5960
0.3130	5.5780
0.3130	5.5330
0.3140	5.4800
0.3140	5.4720
0.3150	5.5050
0.3220	5.6630
0.3220	5.5710
0.3220	5.5380
0.3220	5.5190
0.3240	5.5790
0.3290	5.6990
0.3300	5.6150
0.3300	5.5780
0.3300	5.5720
0.3360	5.7380
0.3370	5.6740
0.3380	5.6150
0.3380	5.5840
0.3380	5.5830
0.3440	5.7640
0.3450	5.7030
0.3460	5.6530
0.3460	5.6220
0.3480	5.6920
0.3530	5.7700
0.3540	5.7100
0.3540	5.6600
0.3540	5.6480
0.3600	5.8110
0.3620	5.7450
0.3620	5.7040
0.3620	5.6750
0.3630	5.7040
0.3680	5.8490
0.3700	5.7770
0.3700	5.7320
0.3700	5.7260
0.3770	5.8770
0.3780	5.8030
0.3780	5.7430
0.3780	5.7170
0.3780	5.7230
0.3850	5.9010
0.3860	5.8130
0.3860	5.7700
0.3860	5.7490
0.3860	5.7610
0.3930	5.9290
0.3940	5.8620
0.3940	5.8030
0.3940	5.7880
0.4000	5.9510
0.4010	5.8760
0.4020	5.8510
0.4020	5.8140
0.4050	5.8830
0.4090	5.9290
0.4090	5.8800
0.4100	5.8390
0.4100	5.8170
0.4110	5.8320
0.4180	5.9960
0.4180	5.9030
0.4180	5.8590
0.4180	5.8510
0.4230	5.9980
0.4270	5.9960
0.4270	5.9290
0.4290	5.9540
0.4300	5.9170
0.4300	5.8880
0.4300	5.8680
0.4330	5.9690
0.4380	6.0410
0.4390	5.9580
0.4400	5.9700
0.4430	6.0150
0.4450	6.0230
0.4470	6.0020
0.4480	5.9780
0.4500	6.0010
0.4500	5.9460
0.4500	5.9180
0.4510	5.9220
0.4570	6.0900
0.4570	6.0240
0.4580	5.9690
0.4580	5.9400
0.4590	5.9660
0.4660	6.1130
0.4660	6.0150
0.4660	5.9740
0.4660	5.9560
0.4700	6.1140
0.4730	6.0900
0.4740	6.0140
0.4740	5.9770
0.4760	6.0400
0.4820	6.1640
0.4830	6.0790
0.4830	6.0400
0.4860	6.1140
0.4890	6.1330
0.4890	6.0680
0.4900	6.0300
0.4900	5.9920
0.4900	5.9790
0.4940	6.1200
0.4970	6.1290
0.4980	6.0860
0.4980	6.0430
0.4980	6.0350
0.5050	6.2090
0.5060	6.1230
0.5060	6.0760
0.5060	6.0550
0.5110	6.1900
0.5130	6.1610
0.5130	6.1170
0.5150	6.1330
0.5180	6.1740
0.5180	6.1020
0.5180	6.0730
0.5190	6.1140
0.5240	6.2020
0.5270	6.2140
0.5270	6.1520
0.5300	6.2140
0.5310	6.1720
0.5330	6.2010
0.5350	6.1800
0.5360	6.1630
0.5380	6.1880
0.5380	6.1330
0.5380	6.1120
0.5420	6.2330
0.5460	6.2200
0.5460	6.1670
